Year,Country,Description,Deaths,ByTeslaCount,ByOtherPartyCount,ByUndeterminedCount,ByInanimateObjectCount,PedestrianInvolvedCount,MotorcycleInvolvedCount,AutoPilotOnCount
2020,USA,"Tesla runs thru red light, crashes, driver dies at scene",1,1,0,0,0,0,0,0
2020,USA,"Tesla runs thru red light, crashes, driver dies at scene",1,0,1,0,0,0,0,0
2020,USA,"Tesla runs thru red light, crashes, driver dies at scene",1,1,0,0,0,1,0,0
2020,USA,"Tesla runs thru red light, crashes, driver dies at scene",1,1,0,0,0,1,0,0
2020,USA,"Tesla runs thru red light, crashes, driver dies at scene",1,1,0,0,0,0,0,0
2020,USA,"Tesla runs thru red light, crashes, driver dies at scene",1,1,0,0,0,0,0,0
2020,USA,"Tesla runs thru red light, crashes, driver dies at scene",1,1,0,0,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,1,0,0,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,1,0,0,0,1,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,1,0,0,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,1,0,0,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,0,0,1,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,1,0,0,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,0,1,0,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,0,1,0,0,0,1,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,0,1,0,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,1,0,0,0,1,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,0,1,0,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,1,0,0,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,1,0,0,0,1,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,0,0,1,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,1,0,0,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,1,0,0,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,1,0,0,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,0,1,0,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,0,1,0,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,1,0,0,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,0,0,1,0,0,1,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,1,0,0,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,1,0,0,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,0,0,1,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,0,1,0,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,1,0,0,0,1,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,1,0,0,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,1,0,0,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,1,0,0,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,0,1,0,0,0,1,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,0,0,1,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,1,0,0,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,0,1,0,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,1,0,0,0,1,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,1,0,0,0,1,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,1,0,0,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,1,0,0,0,0,0,0
2020,China,"Tesla crashes into crowd, 2 dead and many injured",2,1,0,0,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,1,0,0,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,1,0,0,0,1,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,1,0,0,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,1,0,0,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,0,0,1,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,1,0,0,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,0,1,0,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,0,1,0,0,0,1,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,0,1,0,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,1,0,0,0,1,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,0,1,0,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,1,0,0,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,1,0,0,0,1,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,0,0,1,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,1,0,0,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,1,0,0,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,1,0,0,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,0,1,0,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,0,1,0,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,1,0,0,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,0,0,1,0,0,1,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,1,0,0,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,1,0,0,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,0,0,1,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,0,1,0,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,1,0,0,0,1,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,1,0,0,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,1,0,0,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,1,0,0,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,0,1,0,0,0,1,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,0,0,1,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,1,0,0,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,0,1,0,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,1,0,0,0,1,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,1,0,0,0,1,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,1,0,0,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,1,0,0,0,0,0,0
2020,USA,"Two car collision at intersection, other driver dies afterwards",1,1,0,0,0,0,0,0
2020,Germany,Tesla crashes into tree,1,1,0,0,0,0,0,0
2020,Germany,Tesla crashes into tree,1,1,0,0,0,1,0,0
2020,Germany,Tesla crashes into tree,1,1,0,0,0,0,0,0
2020,Germany,Tesla crashes into tree,1,1,0,0,0,0,0,0
2020,Germany,Tesla crashes into tree,1,0,0,1,0,0,0,0
2020,Germany,Tesla crashes into tree,1,1,0,0,0,0,0,0
2020,Germany,Tesla crashes into tree,1,0,1,0,0,0,0,0
2020,Germany,Tesla crashes into tree,1,0,1,0,0,0,1,0
2020,Germany,Tesla crashes into tree,1,0,1,0,0,0,0,0
2020,Germany,Tesla crashes into tree,1,1,0,0,0,1,0,0
2020,Germany,Tesla crashes into tree,1,0,1,0,0,0,0,0
2020,Germany,Tesla crashes into tree,1,1,0,0,0,0,0,0
2020,Germany,Tesla crashes into tree,1,1,0,0,0,1,0,0
2020,Germany,Tesla crashes into tree,1,0,0,1,0,0,0,0
2020,Germany,Tesla crashes into tree,1,1,0,0,0,0,0,0
2020,Germany,Tesla crashes into tree,1,1,0,0,0,0,0,0
2020,Germany,Tesla crashes into tree,1,1,0,0,0,0,0,0
2020,Germany,Tesla crashes into tree,1,0,1,0,0,0,0,0
2020,Germany,Tesla crashes into tree,1,0,1,0,0,0,0,0
2020,Germany,Tesla crashes into tree,1,1,0,0,0,0,0,0
2020,Germany,Tesla crashes into tree,1,0,0,1,0,0,1,0
2020,Germany,Tesla crashes into tree,1,1,0,0,0,0,0,0
2020,Germany,Tesla crashes into tree,1,1,0,0,0,0,0,0
2020,Germany,Tesla crashes into tree,1,0,0,1,0,0,0,0
2020,Germany,Tesla crashes into tree,1,0,1,0,0,0,0,0
2020,Germany,Tesla crashes into tree,1,1,0,0,0,1,0,0
2020,Germany,Tesla crashes into tree,1,1,0,0,0,0,0,0
2020,Germany,Tesla crashes into tree,1,1,0,0,0,0,0,0
2020,Germany,Tesla crashes into tree,1,1,0,0,0,0,0,0
2020,Germany,Tesla crashes into tree,1,0,1,0,0,0,1,0
2020,Germany,Tesla crashes into tree,1,0,0,1,0,0,0,0
2020,Germany,Tesla crashes into tree,1,1,0,0,0,0,0,0
2020,Germany,Tesla crashes into tree,1,0,1,0,0,0,0,0
2020,Germany,Tesla crashes into tree,1,1,0,0,0,1,0,0
2020,Germany,Tesla crashes into tree,1,1,0,0,0,1,0,0
2020,Germany,Tesla crashes into tree,1,1,0,0,0,0,0,0
2020,Germany,Tesla crashes into tree,1,1,0,0,0,0,0,0
2020,Germany,Tesla crashes into tree,1,1,0,0,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,1,0,0,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,1,0,0,0,1,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,1,0,0,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,1,0,0,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,0,0,1,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,1,0,0,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,0,1,0,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,0,1,0,0,0,1,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,0,1,0,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,1,0,0,0,1,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,0,1,0,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,1,0,0,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,1,0,0,0,1,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,0,0,1,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,1,0,0,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,1,0,0,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,1,0,0,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,0,1,0,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,0,1,0,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,1,0,0,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,0,0,1,0,0,1,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,1,0,0,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,1,0,0,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,0,0,1,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,0,1,0,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,1,0,0,0,1,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,1,0,0,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,1,0,0,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,1,0,0,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,0,1,0,0,0,1,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,0,0,1,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,1,0,0,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,0,1,0,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,1,0,0,0,1,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,1,0,0,0,1,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,1,0,0,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,1,0,0,0,0,0,0
2020,USA,Tesla hits two cars along ramp and catches fire,2,1,0,0,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,1,0,0,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,1,0,0,0,1,0,0
2020,USA,Tesla crashes into tree and ignites,2,1,0,0,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,1,0,0,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,0,0,1,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,1,0,0,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,0,1,0,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,0,1,0,0,0,1,0
2020,USA,Tesla crashes into tree and ignites,2,0,1,0,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,1,0,0,0,1,0,0
2020,USA,Tesla crashes into tree and ignites,2,0,1,0,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,1,0,0,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,1,0,0,0,1,0,0
2020,USA,Tesla crashes into tree and ignites,2,0,0,1,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,1,0,0,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,1,0,0,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,1,0,0,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,0,1,0,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,0,1,0,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,1,0,0,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,0,0,1,0,0,1,0
2020,USA,Tesla crashes into tree and ignites,2,1,0,0,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,1,0,0,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,0,0,1,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,0,1,0,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,1,0,0,0,1,0,0
2020,USA,Tesla crashes into tree and ignites,2,1,0,0,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,1,0,0,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,1,0,0,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,0,1,0,0,0,1,0
2020,USA,Tesla crashes into tree and ignites,2,0,0,1,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,1,0,0,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,0,1,0,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,1,0,0,0,1,0,0
2020,USA,Tesla crashes into tree and ignites,2,1,0,0,0,1,0,0
2020,USA,Tesla crashes into tree and ignites,2,1,0,0,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,1,0,0,0,0,0,0
2020,USA,Tesla crashes into tree and ignites,2,1,0,0,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,1,0,0,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,1,0,0,0,1,0,0
2020,USA,Tesla races other car and other car crashes,1,1,0,0,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,1,0,0,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,0,0,1,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,1,0,0,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,0,1,0,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,0,1,0,0,0,1,0
2020,USA,Tesla races other car and other car crashes,1,0,1,0,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,1,0,0,0,1,0,0
2020,USA,Tesla races other car and other car crashes,1,0,1,0,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,1,0,0,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,1,0,0,0,1,0,0
2020,USA,Tesla races other car and other car crashes,1,0,0,1,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,1,0,0,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,1,0,0,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,1,0,0,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,0,1,0,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,0,1,0,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,1,0,0,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,0,0,1,0,0,1,0
2020,USA,Tesla races other car and other car crashes,1,1,0,0,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,1,0,0,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,0,0,1,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,0,1,0,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,1,0,0,0,1,0,0
2020,USA,Tesla races other car and other car crashes,1,1,0,0,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,1,0,0,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,1,0,0,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,0,1,0,0,0,1,0
2020,USA,Tesla races other car and other car crashes,1,0,0,1,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,1,0,0,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,0,1,0,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,1,0,0,0,1,0,0
2020,USA,Tesla races other car and other car crashes,1,1,0,0,0,1,0,0
2020,USA,Tesla races other car and other car crashes,1,1,0,0,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,1,0,0,0,0,0,0
2020,USA,Tesla races other car and other car crashes,1,1,0,0,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,1,0,0,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,1,0,0,0,1,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,1,0,0,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,1,0,0,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,0,0,1,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,1,0,0,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,0,1,0,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,0,1,0,0,0,1,0
2020,USA,Vehicle collides with Tesla at intersection,1,0,1,0,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,1,0,0,0,1,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,0,1,0,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,1,0,0,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,1,0,0,0,1,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,0,0,1,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,1,0,0,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,1,0,0,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,1,0,0,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,0,1,0,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,0,1,0,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,1,0,0,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,0,0,1,0,0,1,0
2020,USA,Vehicle collides with Tesla at intersection,1,1,0,0,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,1,0,0,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,0,0,1,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,0,1,0,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,1,0,0,0,1,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,1,0,0,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,1,0,0,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,1,0,0,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,0,1,0,0,0,1,0
2020,USA,Vehicle collides with Tesla at intersection,1,0,0,1,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,1,0,0,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,0,1,0,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,1,0,0,0,1,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,1,0,0,0,1,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,1,0,0,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,1,0,0,0,0,0,0
2020,USA,Vehicle collides with Tesla at intersection,1,1,0,0,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,1,0,0,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,1,0,0,0,1,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,1,0,0,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,1,0,0,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,0,0,1,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,1,0,0,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,0,1,0,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,0,1,0,0,0,1,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,0,1,0,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,1,0,0,0,1,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,0,1,0,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,1,0,0,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,1,0,0,0,1,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,0,0,1,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,1,0,0,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,1,0,0,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,1,0,0,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,0,1,0,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,0,1,0,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,1,0,0,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,0,0,1,0,0,1,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,1,0,0,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,1,0,0,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,0,0,1,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,0,1,0,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,1,0,0,0,1,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,1,0,0,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,1,0,0,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,1,0,0,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,0,1,0,0,0,1,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,0,0,1,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,1,0,0,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,0,1,0,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,1,0,0,0,1,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,1,0,0,0,1,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,1,0,0,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,1,0,0,0,0,0,0
2020,Germany,"Tesla veers into other lane, crashes into oncoming car",3,1,0,0,0,0,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,1,0,0,0,0,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,1,0,0,0,1,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,1,0,0,0,0,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,1,0,0,0,0,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,0,0,1,0,0,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,1,0,0,0,0,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,0,1,0,0,0,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,0,1,0,0,0,1,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,0,1,0,0,0,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,1,0,0,0,1,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,0,1,0,0,0,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,1,0,0,0,0,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,1,0,0,0,1,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,0,0,1,0,0,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,1,0,0,0,0,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,1,0,0,0,0,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,1,0,0,0,0,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,0,1,0,0,0,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,0,1,0,0,0,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,1,0,0,0,0,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,0,0,1,0,0,1,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,1,0,0,0,0,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,1,0,0,0,0,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,0,0,1,0,0,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,0,1,0,0,0,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,1,0,0,0,1,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,1,0,0,0,0,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,1,0,0,0,0,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,1,0,0,0,0,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,0,1,0,0,0,1,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,0,0,1,0,0,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,1,0,0,0,0,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,0,1,0,0,0,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,1,0,0,0,1,0,0
2020,Canada,Motorcyclist killed in crash with Tesla,1,1,0,0,0,1,0,0
